STARTED	2023-10-11 14:00:01.907448
INSERTED	2023-10-11 14:00:14.946791
STARTED	2023-10-11 14:05:02.138029
INSERTED	2023-10-11 14:05:16.207352
STARTED	2023-10-11 14:10:01.454333
INSERTED	2023-10-11 14:10:14.462564
STARTED	2023-10-11 14:15:01.703376
INSERTED	2023-10-11 14:15:14.717945
STARTED	2023-10-11 14:20:01.977662
INSERTED	2023-10-11 14:20:15.655166
STARTED	2023-10-11 14:25:01.893845
INSERTED	2023-10-11 14:25:14.943445
STARTED	2023-10-11 14:30:01.191074
INSERTED	2023-10-11 14:30:14.145891
STARTED	2023-10-11 14:35:01.389587
INSERTED	2023-10-11 14:35:14.405446
STARTED	2023-10-11 14:40:01.648079
INSERTED	2023-10-11 14:40:15.691956
STARTED	2023-10-11 14:45:01.939568
INSERTED	2023-10-11 14:45:15.956633
STARTED	2023-10-11 14:50:01.204085
INSERTED	2023-10-11 14:50:14.186316
STARTED	2023-10-11 14:55:01.446002
INSERTED	2023-10-11 14:55:19.245314
STARTED	2023-10-11 15:00:01.491418
INSERTED	2023-10-11 15:00:14.647302
STARTED	2023-10-11 15:05:01.908386
INSERTED	2023-10-11 15:05:14.838812
STARTED	2023-10-11 15:10:02.082063
INSERTED	2023-10-11 15:10:16.086973
STARTED	2023-10-11 15:15:01.327506
INSERTED	2023-10-11 15:15:14.678014
STARTED	2023-10-11 15:20:01.933472
INSERTED	2023-10-11 15:20:14.940743
STARTED	2023-10-11 15:25:01.182759
INSERTED	2023-10-11 15:25:14.159103
STARTED	2023-10-11 15:30:01.404630
INSERTED	2023-10-11 15:30:15.525168
STARTED	2023-10-11 15:35:01.777818
INSERTED	2023-10-11 15:35:14.791824
STARTED	2023-10-11 15:40:02.040876
INSERTED	2023-10-11 15:40:16.235634
STARTED	2023-10-11 15:45:01.505724
INSERTED	2023-10-11 15:45:14.909730
STARTED	2023-10-11 15:50:02.154791
INSERTED	2023-10-11 15:50:16.180541
STARTED	2023-10-11 15:55:01.430800
INSERTED	2023-10-11 15:55:14.459093
STARTED	2023-10-11 16:00:01.704635
INSERTED	2023-10-11 16:00:14.757484
STARTED	2023-10-11 16:05:01.400022
INSERTED	2023-10-11 16:05:15.435230
STARTED	2023-10-11 16:10:01.678627
INSERTED	2023-10-11 16:10:14.726907
STARTED	2023-10-11 16:15:01.983313
INSERTED	2023-10-11 16:15:15.018743
STARTED	2023-10-11 16:20:01.291230
INSERTED	2023-10-11 16:20:14.445211
STARTED	2023-10-11 16:25:01.688541
INSERTED	2023-10-11 16:25:15.680709
STARTED	2023-10-11 16:30:01.932371
INSERTED	2023-10-11 16:30:15.125735
STARTED	2023-10-11 16:35:01.385255
INSERTED	2023-10-11 16:35:14.479390
STARTED	2023-10-11 16:40:01.737840
INSERTED	2023-10-11 16:40:14.824761
STARTED	2023-10-11 16:45:01.943906
INSERTED	2023-10-11 16:45:15.011347
STARTED	2023-10-11 16:50:01.255081
INSERTED	2023-10-11 16:50:14.284986
STARTED	2023-10-11 16:55:01.532159
INSERTED	2023-10-11 16:55:14.958547
STARTED	2023-10-11 17:00:01.217899
INSERTED	2023-10-11 17:00:14.343752
STARTED	2023-10-11 17:05:01.590060
INSERTED	2023-10-11 17:05:14.741068
STARTED	2023-10-11 17:10:01.994565
INSERTED	2023-10-11 17:10:15.130620
STARTED	2023-10-11 17:15:01.398555
INSERTED	2023-10-11 17:15:14.456877
STARTED	2023-10-11 17:20:01.727918
INSERTED	2023-10-11 17:20:15.805591
STARTED	2023-10-11 17:25:02.050177
INSERTED	2023-10-11 17:25:15.370811
STARTED	2023-10-11 17:30:01.619853
INSERTED	2023-10-11 17:30:14.695920
STARTED	2023-10-11 17:35:01.940005
INSERTED	2023-10-11 17:35:15.096469
STARTED	2023-10-11 17:40:01.344875
INSERTED	2023-10-11 17:40:14.456513
STARTED	2023-10-11 17:45:01.700693
INSERTED	2023-10-11 17:45:14.778806
STARTED	2023-10-11 17:50:02.019641
INSERTED	2023-10-11 17:50:16.324559
STARTED	2023-10-11 17:55:01.586935
INSERTED	2023-10-11 17:55:14.656459
STARTED	2023-10-11 18:00:01.904366
INSERTED	2023-10-11 18:00:15.127600
STARTED	2023-10-11 18:05:01.695768
INSERTED	2023-10-11 18:05:14.917306
STARTED	2023-10-11 18:10:02.160993
INSERTED	2023-10-11 18:10:15.345758
STARTED	2023-10-11 18:15:01.317875
INSERTED	2023-10-11 18:15:14.428497
STARTED	2023-10-11 18:20:01.685798
INSERTED	2023-10-11 18:20:14.763008
STARTED	2023-10-11 18:25:02.015476
INSERTED	2023-10-11 18:25:15.119291
STARTED	2023-10-11 18:30:01.374247
INSERTED	2023-10-11 18:30:14.485885
STARTED	2023-10-11 18:35:01.747467
INSERTED	2023-10-11 18:35:14.966484
STARTED	2023-10-11 18:40:01.219157
INSERTED	2023-10-11 18:40:15.417175
STARTED	2023-10-11 18:45:01.664674
INSERTED	2023-10-11 18:45:14.789651
STARTED	2023-10-11 18:50:02.035414
INSERTED	2023-10-11 18:50:16.260408
STARTED	2023-10-11 18:55:01.508122
INSERTED	2023-10-11 18:55:15.612777
STARTED	2023-10-11 19:00:01.870535
INSERTED	2023-10-11 19:00:16.000370
STARTED	2023-10-11 19:05:01.627331
INSERTED	2023-10-11 19:05:14.929430
STARTED	2023-10-11 19:10:01.200621
INSERTED	2023-10-11 19:10:14.478716
STARTED	2023-10-11 19:15:01.722866
INSERTED	2023-10-11 19:15:15.779990
STARTED	2023-10-11 19:20:02.035565
INSERTED	2023-10-11 19:20:16.228060
STARTED	2023-10-11 19:25:01.480277
INSERTED	2023-10-11 19:25:14.551296
STARTED	2023-10-11 19:30:01.802204
INSERTED	2023-10-11 19:30:14.863753
STARTED	2023-10-11 19:35:01.493112
INSERTED	2023-10-11 19:35:14.611162
STARTED	2023-10-11 19:40:01.850330
INSERTED	2023-10-11 19:40:15.021782
STARTED	2023-10-11 19:45:01.262275
INSERTED	2023-10-11 19:45:14.436338
STARTED	2023-10-11 19:50:01.675637
INSERTED	2023-10-11 19:50:14.732956
STARTED	2023-10-11 19:55:01.982846
INSERTED	2023-10-11 19:55:15.161929
STARTED	2023-10-11 20:00:01.411670
INSERTED	2023-10-11 20:00:15.669827
STARTED	2023-10-11 20:05:01.912400
INSERTED	2023-10-11 20:05:15.388822
STARTED	2023-10-11 20:10:01.650936
INSERTED	2023-10-11 20:10:14.720079
STARTED	2023-10-11 20:15:01.963065
INSERTED	2023-10-11 20:15:14.979445
STARTED	2023-10-11 20:20:01.230474
INSERTED	2023-10-11 20:20:14.285171
STARTED	2023-10-11 20:25:01.529864
INSERTED	2023-10-11 20:25:14.602077
STARTED	2023-10-11 20:30:01.859633
INSERTED	2023-10-11 20:30:15.799556
STARTED	2023-10-11 20:35:01.338734
INSERTED	2023-10-11 20:35:14.551591
STARTED	2023-10-11 20:40:01.794658
INSERTED	2023-10-11 20:40:14.850371
STARTED	2023-10-11 20:45:02.094549
INSERTED	2023-10-11 20:45:15.554412
STARTED	2023-10-11 20:50:01.799907
INSERTED	2023-10-11 20:50:14.880514
STARTED	2023-10-11 20:55:02.120515
INSERTED	2023-10-11 20:55:15.197969
STARTED	2023-10-11 21:00:01.456250
INSERTED	2023-10-11 21:00:14.519693
STARTED	2023-10-11 21:05:01.762598
INSERTED	2023-10-11 21:05:15.312509
STARTED	2023-10-11 21:10:01.554201
INSERTED	2023-10-11 21:10:14.493843
STARTED	2023-10-11 21:15:01.752783
INSERTED	2023-10-11 21:15:14.821799
STARTED	2023-10-11 21:20:02.078187
INSERTED	2023-10-11 21:20:15.388604
STARTED	2023-10-11 21:25:01.632013
INSERTED	2023-10-11 21:25:14.778682
STARTED	2023-10-11 21:30:02.019630
INSERTED	2023-10-11 21:30:16.132963
STARTED	2023-10-11 21:35:01.375956
INSERTED	2023-10-11 21:35:14.722587
STARTED	2023-10-11 21:40:01.964602
INSERTED	2023-10-11 21:40:15.100921
STARTED	2023-10-11 21:45:01.361636
INSERTED	2023-10-11 21:45:14.620631
STARTED	2023-10-11 21:50:01.866697
INSERTED	2023-10-11 21:50:14.899449
STARTED	2023-10-11 21:55:02.142656
INSERTED	2023-10-11 21:55:15.376142
STARTED	2023-10-11 22:00:01.621284
INSERTED	2023-10-11 22:00:14.578289
STARTED	2023-10-11 22:05:01.821923
INSERTED	2023-10-11 22:05:14.790545
STARTED	2023-10-11 22:10:02.047538
INSERTED	2023-10-11 22:10:15.026314
STARTED	2023-10-11 22:15:01.271990
INSERTED	2023-10-11 22:15:15.374335
STARTED	2023-10-11 22:20:01.624470
INSERTED	2023-10-11 22:20:14.935340
STARTED	2023-10-11 22:25:01.191349
INSERTED	2023-10-11 22:25:14.219091
STARTED	2023-10-11 22:30:01.461427
INSERTED	2023-10-11 22:30:14.446867
STARTED	2023-10-11 22:35:01.711280
INSERTED	2023-10-11 22:35:14.944609
STARTED	2023-10-11 22:40:01.193070
INSERTED	2023-10-11 22:40:14.253407
STARTED	2023-10-11 22:45:01.497910
INSERTED	2023-10-11 22:45:14.760634
STARTED	2023-10-11 22:50:02.000943
INSERTED	2023-10-11 22:50:15.118446
STARTED	2023-10-11 22:55:01.404073
INSERTED	2023-10-11 22:55:19.516257
STARTED	2023-10-11 23:00:01.779971
INSERTED	2023-10-11 23:00:14.874668
STARTED	2023-10-11 23:05:02.119606
INSERTED	2023-10-11 23:05:15.148763
STARTED	2023-10-11 23:10:01.425785
INSERTED	2023-10-11 23:10:14.490215
STARTED	2023-10-11 23:15:01.736105
INSERTED	2023-10-11 23:15:14.770548
STARTED	2023-10-11 23:20:02.029810
INSERTED	2023-10-11 23:20:15.078781
STARTED	2023-10-11 23:25:01.323888
INSERTED	2023-10-11 23:25:14.314709
STARTED	2023-10-11 23:30:01.556951
INSERTED	2023-10-11 23:30:14.719657
STARTED	2023-10-11 23:35:01.969261
INSERTED	2023-10-11 23:35:19.866307
STARTED	2023-10-11 23:40:02.123049
INSERTED	2023-10-11 23:40:15.178778
STARTED	2023-10-11 23:45:01.662006
INSERTED	2023-10-11 23:45:14.726172
STARTED	2023-10-11 23:50:01.969433
INSERTED	2023-10-11 23:50:14.986831
STARTED	2023-10-11 23:55:01.895663
INSERTED	2023-10-11 23:55:14.982468
STARTED	2023-10-12 00:00:01.284263
INSERTED	2023-10-12 00:00:14.260600
STARTED	2023-10-12 00:05:01.509161
INSERTED	2023-10-12 00:05:14.572451
STARTED	2023-10-12 00:10:01.813455
INSERTED	2023-10-12 00:10:14.845643
STARTED	2023-10-12 00:15:02.103605
INSERTED	2023-10-12 00:15:15.141176
STARTED	2023-10-12 00:20:01.398720
INSERTED	2023-10-12 00:20:14.367326
STARTED	2023-10-12 00:25:01.622083
INSERTED	2023-10-12 00:25:14.671034
STARTED	2023-10-12 00:30:01.919562
INSERTED	2023-10-12 00:30:15.136880
STARTED	2023-10-12 00:35:01.398594
INSERTED	2023-10-12 00:35:14.444893
STARTED	2023-10-12 00:40:01.687021
INSERTED	2023-10-12 00:40:14.658486
STARTED	2023-10-12 00:45:01.902237
INSERTED	2023-10-12 00:45:14.908845
STARTED	2023-10-12 00:50:02.157238
INSERTED	2023-10-12 00:50:15.185936
STARTED	2023-10-12 00:55:01.428496
INSERTED	2023-10-12 00:55:14.510689
STARTED	2023-10-12 01:00:01.780793
INSERTED	2023-10-12 01:00:14.717032
STARTED	2023-10-12 01:05:01.960377
INSERTED	2023-10-12 01:05:14.986820
STARTED	2023-10-12 01:10:01.251625
INSERTED	2023-10-12 01:10:14.278658
STARTED	2023-10-12 01:15:01.535217
INSERTED	2023-10-12 01:15:14.634784
STARTED	2023-10-12 01:20:01.886614
INSERTED	2023-10-12 01:20:14.881157
STARTED	2023-10-12 01:25:02.125940
INSERTED	2023-10-12 01:25:15.281342
STARTED	2023-10-12 01:30:01.523784
INSERTED	2023-10-12 01:30:14.573896
STARTED	2023-10-12 01:35:01.818329
INSERTED	2023-10-12 01:35:14.885835
STARTED	2023-10-12 01:40:02.139731
INSERTED	2023-10-12 01:40:15.238315
STARTED	2023-10-12 01:45:01.485310
INSERTED	2023-10-12 01:45:14.425923
STARTED	2023-10-12 01:50:01.711743
INSERTED	2023-10-12 01:50:14.836410
STARTED	2023-10-12 01:55:02.101200
INSERTED	2023-10-12 01:55:15.124933
STARTED	2023-10-12 02:00:01.365654
INSERTED	2023-10-12 02:00:14.408424
STARTED	2023-10-12 02:05:01.653796
INSERTED	2023-10-12 02:05:14.804466
STARTED	2023-10-12 02:10:02.045932
INSERTED	2023-10-12 02:10:15.105472
STARTED	2023-10-12 02:15:01.348467
INSERTED	2023-10-12 02:15:14.343687
STARTED	2023-10-12 02:20:01.596808
INSERTED	2023-10-12 02:20:14.612744
STARTED	2023-10-12 02:25:01.866543
INSERTED	2023-10-12 02:25:14.915989
STARTED	2023-10-12 02:30:01.170357
INSERTED	2023-10-12 02:30:14.088856
STARTED	2023-10-12 02:35:01.337670
INSERTED	2023-10-12 02:35:14.323615
STARTED	2023-10-12 02:40:01.566598
INSERTED	2023-10-12 02:40:14.554968
STARTED	2023-10-12 02:45:01.811271
INSERTED	2023-10-12 02:45:14.806104
STARTED	2023-10-12 02:50:02.047024
INSERTED	2023-10-12 02:50:15.399005
STARTED	2023-10-12 02:55:01.643074
INSERTED	2023-10-12 02:55:14.602961
STARTED	2023-10-12 03:00:01.850785
INSERTED	2023-10-12 03:00:14.838532
STARTED	2023-10-12 03:05:02.137583
INSERTED	2023-10-12 03:05:15.191052
STARTED	2023-10-12 03:10:01.441127
INSERTED	2023-10-12 03:10:14.777767
STARTED	2023-10-12 03:15:02.025713
INSERTED	2023-10-12 03:15:15.360619
STARTED	2023-10-12 03:20:01.618485
INSERTED	2023-10-12 03:20:14.965722
STARTED	2023-10-12 03:25:01.210962
INSERTED	2023-10-12 03:25:14.475567
STARTED	2023-10-12 03:30:01.731865
INSERTED	2023-10-12 03:30:14.650219
STARTED	2023-10-12 03:35:01.893277
INSERTED	2023-10-12 03:35:14.932320
STARTED	2023-10-12 03:40:01.175503
INSERTED	2023-10-12 03:40:14.229535
STARTED	2023-10-12 03:45:01.478204
INSERTED	2023-10-12 03:45:14.481496
STARTED	2023-10-12 03:50:01.744310
INSERTED	2023-10-12 03:50:14.787183
STARTED	2023-10-12 03:55:02.038167
INSERTED	2023-10-12 03:55:15.689546
STARTED	2023-10-12 04:00:01.933526
INSERTED	2023-10-12 04:00:14.933697
STARTED	2023-10-12 04:05:01.176296
INSERTED	2023-10-12 04:05:14.178589
STARTED	2023-10-12 04:10:01.426399
INSERTED	2023-10-12 04:10:14.473104
STARTED	2023-10-12 04:15:01.718487
INSERTED	2023-10-12 04:15:14.903931
STARTED	2023-10-12 04:20:02.158791
INSERTED	2023-10-12 04:20:15.277880
STARTED	2023-10-12 04:25:01.522680
INSERTED	2023-10-12 04:25:14.692347
STARTED	2023-10-12 04:30:01.943368
INSERTED	2023-10-12 04:30:14.878604
STARTED	2023-10-12 04:35:01.609047
INSERTED	2023-10-12 04:35:14.552190
STARTED	2023-10-12 04:40:01.801709
INSERTED	2023-10-12 04:40:14.760479
STARTED	2023-10-12 04:45:01.525021
INSERTED	2023-10-12 04:45:14.567777
STARTED	2023-10-12 04:50:01.811008
INSERTED	2023-10-12 04:50:14.951017
STARTED	2023-10-12 04:55:01.200284
INSERTED	2023-10-12 04:55:14.270875
STARTED	2023-10-12 05:00:01.528275
INSERTED	2023-10-12 05:00:14.498607
STARTED	2023-10-12 05:05:01.740040
INSERTED	2023-10-12 05:05:15.097147
STARTED	2023-10-12 05:10:01.338053
INSERTED	2023-10-12 05:10:14.684261
STARTED	2023-10-12 05:15:01.927410
INSERTED	2023-10-12 05:15:16.579805
STARTED	2023-10-12 05:20:01.836665
INSERTED	2023-10-12 05:20:14.923454
STARTED	2023-10-12 05:25:01.674225
INSERTED	2023-10-12 05:25:14.617807
STARTED	2023-10-12 05:30:01.867734
INSERTED	2023-10-12 05:30:14.898232
STARTED	2023-10-12 05:35:01.562884
INSERTED	2023-10-12 05:35:14.663140
STARTED	2023-10-12 05:40:01.916233
INSERTED	2023-10-12 05:40:15.010124
STARTED	2023-10-12 05:45:01.258203
INSERTED	2023-10-12 05:45:14.307816
STARTED	2023-10-12 05:50:01.553004
INSERTED	2023-10-12 05:50:14.544769
STARTED	2023-10-12 05:55:01.804749
INSERTED	2023-10-12 05:55:14.808791
STARTED	2023-10-12 06:00:02.051666
INSERTED	2023-10-12 06:00:16.811388
STARTED	2023-10-12 06:05:01.634020
INSERTED	2023-10-12 06:05:14.669038
STARTED	2023-10-12 06:10:01.913030
INSERTED	2023-10-12 06:10:14.861861
STARTED	2023-10-12 06:15:01.767558
INSERTED	2023-10-12 06:15:16.247780
STARTED	2023-10-12 06:20:01.499841
INSERTED	2023-10-12 06:20:14.423100
STARTED	2023-10-12 06:25:01.665820
INSERTED	2023-10-12 06:25:14.664045
STARTED	2023-10-12 06:30:01.908685
INSERTED	2023-10-12 06:30:14.883807
STARTED	2023-10-12 06:35:02.027389
INSERTED	2023-10-12 06:35:15.646848
STARTED	2023-10-12 06:40:01.898081
INSERTED	2023-10-12 06:40:14.961253
STARTED	2023-10-12 06:45:01.207544
INSERTED	2023-10-12 06:45:14.175394
STARTED	2023-10-12 06:50:01.421152
INSERTED	2023-10-12 06:50:14.442074
STARTED	2023-10-12 06:55:01.687422
INSERTED	2023-10-12 06:55:14.824383
STARTED	2023-10-12 07:00:02.071701
INSERTED	2023-10-12 07:00:15.124314
STARTED	2023-10-12 07:05:01.385072
INSERTED	2023-10-12 07:05:14.328014
STARTED	2023-10-12 07:10:01.574258
INSERTED	2023-10-12 07:10:14.616193
STARTED	2023-10-12 07:15:01.876075
INSERTED	2023-10-12 07:15:14.804155
STARTED	2023-10-12 07:20:02.059457
INSERTED	2023-10-12 07:20:14.956782
STARTED	2023-10-12 07:25:01.204210
INSERTED	2023-10-12 07:25:14.282378
STARTED	2023-10-12 07:30:01.524247
INSERTED	2023-10-12 07:30:14.699831
STARTED	2023-10-12 07:35:01.949948
INSERTED	2023-10-12 07:35:15.116578
STARTED	2023-10-12 07:40:01.363429
INSERTED	2023-10-12 07:40:14.391883
STARTED	2023-10-12 07:45:01.636693
INSERTED	2023-10-12 07:45:14.649737
STARTED	2023-10-12 07:50:01.897996
INSERTED	2023-10-12 07:50:15.184336
STARTED	2023-10-12 07:55:01.428774
INSERTED	2023-10-12 07:55:14.512601
STARTED	2023-10-12 08:00:01.758609
INSERTED	2023-10-12 08:00:14.944868
STARTED	2023-10-12 08:05:01.857129
INSERTED	2023-10-12 08:05:14.924254
STARTED	2023-10-12 08:10:01.170120
INSERTED	2023-10-12 08:10:14.395323
STARTED	2023-10-12 08:15:01.638815
INSERTED	2023-10-12 08:15:14.736644
STARTED	2023-10-12 08:20:01.993822
INSERTED	2023-10-12 08:20:15.040280
STARTED	2023-10-12 08:25:01.567961
INSERTED	2023-10-12 08:25:14.648224
STARTED	2023-10-12 08:30:01.899940
INSERTED	2023-10-12 08:30:14.981647
STARTED	2023-10-12 08:35:01.226794
INSERTED	2023-10-12 08:35:15.292673
STARTED	2023-10-12 08:40:01.538809
INSERTED	2023-10-12 08:40:14.549194
STARTED	2023-10-12 08:45:01.796002
INSERTED	2023-10-12 08:45:14.873975
STARTED	2023-10-12 08:50:02.121649
INSERTED	2023-10-12 08:50:15.208376
STARTED	2023-10-12 08:55:01.607556
INSERTED	2023-10-12 08:55:14.626744
STARTED	2023-10-12 09:00:01.875512
INSERTED	2023-10-12 09:00:14.898807
STARTED	2023-10-12 09:05:02.014565
INSERTED	2023-10-12 09:05:15.191539
STARTED	2023-10-12 09:10:01.441411
INSERTED	2023-10-12 09:10:15.627640
STARTED	2023-10-12 09:15:01.874760
INSERTED	2023-10-12 09:15:16.106565
STARTED	2023-10-12 09:20:01.365808
INSERTED	2023-10-12 09:20:14.900707
STARTED	2023-10-12 09:25:02.141730
INSERTED	2023-10-12 09:25:15.152558
STARTED	2023-10-12 09:30:01.396160
INSERTED	2023-10-12 09:30:14.447912
STARTED	2023-10-12 09:35:01.691192
INSERTED	2023-10-12 09:35:14.778398
STARTED	2023-10-12 09:40:02.025228
INSERTED	2023-10-12 09:40:15.083753
STARTED	2023-10-12 09:45:01.779140
INSERTED	2023-10-12 09:45:14.744272
STARTED	2023-10-12 09:50:01.989388
INSERTED	2023-10-12 09:50:16.467735
STARTED	2023-10-12 09:55:01.711984
INSERTED	2023-10-12 09:55:14.894762
STARTED	2023-10-12 10:00:02.140895
INSERTED	2023-10-12 10:00:15.154090
STARTED	2023-10-12 10:05:02.084241
INSERTED	2023-10-12 10:05:16.285817
STARTED	2023-10-12 10:10:01.531570
INSERTED	2023-10-12 10:10:15.721172
STARTED	2023-10-12 10:15:01.974709
INSERTED	2023-10-12 10:15:15.047274
STARTED	2023-10-12 10:20:01.298612
INSERTED	2023-10-12 10:20:14.451290
STARTED	2023-10-12 10:25:01.695531
INSERTED	2023-10-12 10:25:14.663929
STARTED	2023-10-12 10:30:01.908857
INSERTED	2023-10-12 10:30:14.919484
STARTED	2023-10-12 10:35:01.175567
INSERTED	2023-10-12 10:35:14.206132
STARTED	2023-10-12 10:40:01.458643
INSERTED	2023-10-12 10:40:14.504905
STARTED	2023-10-12 10:45:01.747823
INSERTED	2023-10-12 10:45:15.748881
STARTED	2023-10-12 10:50:01.994748
INSERTED	2023-10-12 10:50:16.022667
STARTED	2023-10-12 10:55:01.269171
INSERTED	2023-10-12 10:55:14.306401
STARTED	2023-10-12 11:00:01.554592
INSERTED	2023-10-12 11:00:14.585579
STARTED	2023-10-12 11:05:01.829752
INSERTED	2023-10-12 11:05:15.884921
STARTED	2023-10-12 11:10:02.127594
INSERTED	2023-10-12 11:10:15.175895
STARTED	2023-10-12 11:15:01.433922
INSERTED	2023-10-12 11:15:14.454759
STARTED	2023-10-12 11:20:01.716017
INSERTED	2023-10-12 11:20:15.808205
STARTED	2023-10-12 11:25:02.054283
INSERTED	2023-10-12 11:25:16.066837
STARTED	2023-10-12 11:30:01.316626
INSERTED	2023-10-12 11:30:15.880690
STARTED	2023-10-12 11:35:02.127976
INSERTED	2023-10-12 11:35:15.217265
STARTED	2023-10-12 11:40:01.468963
INSERTED	2023-10-12 11:40:15.601568
STARTED	2023-10-12 11:45:01.847435
INSERTED	2023-10-12 11:45:14.901846
STARTED	2023-10-12 11:50:02.143553
INSERTED	2023-10-12 11:50:15.231817
STARTED	2023-10-12 11:55:01.472041
INSERTED	2023-10-12 11:55:14.514873
STARTED	2023-10-12 12:00:01.759479
INSERTED	2023-10-12 12:00:14.803264
STARTED	2023-10-12 12:05:02.048143
INSERTED	2023-10-12 12:05:15.158553
STARTED	2023-10-12 12:10:01.406150
INSERTED	2023-10-12 12:10:14.596005
STARTED	2023-10-12 12:15:01.842634
INSERTED	2023-10-12 12:15:15.913705
STARTED	2023-10-12 12:20:01.169396
INSERTED	2023-10-12 12:20:14.185589
STARTED	2023-10-12 12:25:01.431086
INSERTED	2023-10-12 12:25:14.414683
STARTED	2023-10-12 12:30:01.660257
INSERTED	2023-10-12 12:30:14.731517
STARTED	2023-10-12 12:35:01.975738
INSERTED	2023-10-12 12:35:15.983888
STARTED	2023-10-12 12:40:01.230804
INSERTED	2023-10-12 12:40:15.583024
STARTED	2023-10-12 12:45:01.845992
INSERTED	2023-10-12 12:45:14.765614
STARTED	2023-10-12 12:50:02.010399
INSERTED	2023-10-12 12:50:15.055024
STARTED	2023-10-12 12:55:01.298026
INSERTED	2023-10-12 12:55:14.328915
STARTED	2023-10-12 13:00:01.570635
INSERTED	2023-10-12 13:00:15.675661
STARTED	2023-10-12 13:05:01.925210
